"","algorithm","replicate","instance","group","result"
"3875",2,13,55,13,3026352.60358372
"3876",1,4,27,7,742031.909742989
"3877",2,13,17,4,561.820898054372
"3878",1,25,143,33,9727646.78684672
"3879",1,12,51,12,2977200.0462658
"3880",2,9,7,2,0.990116097412951
"3881",2,18,109,25,7246364.24590394
"3882",2,5,110,26,7539498.13902236
"3883",2,13,5,2,3.58473426885236e-12
"3884",1,13,94,22,6300335.41647003
"3885",1,5,49,12,3165285.96372942
"3886",2,13,132,31,9813789.9430501
"3887",1,8,68,16,4185315.45028773
"3888",1,4,58,14,3600451.67027697
"3889",1,7,72,17,4906843.63760185
"3890",1,22,77,18,3790060.37945399
"3891",1,18,43,10,1869712.51570872
"3892",1,29,68,16,3871767.56793474
"3893",2,14,14,4,859.981033364896
"3894",1,15,61,14,3846994.48948302
"3895",2,14,51,12,2704713.52603122
"3896",1,5,81,19,5358158.21823663
"3897",2,6,72,17,5180496.42545782
"3898",2,4,26,6,204295.63916601
"3899",2,29,143,33,11651450.4221936
"3900",1,29,55,13,3417295.34756056
"3901",1,24,124,29,10000683.5038264
"3902",1,15,21,5,458691.219103506
"3903",1,1,49,12,2269701.16368068
"3904",1,21,19,5,354877.191434029
"3905",2,18,106,25,7306210.07815477
"3906",2,18,45,11,826853.032985853
"3907",1,11,119,28,8729208.73487163
"3908",2,23,88,21,5896098.05786824
"3909",1,9,131,30,9470226.08484822
"3910",1,23,133,31,9868222.56087925
"3911",2,30,40,10,608156.500014342
"3912",2,5,95,22,6370739.70907287
"3913",1,20,19,5,233675.216132982
"3914",1,8,93,22,5817911.99358597
"3915",2,27,2,1,0
"3916",1,10,71,17,4371810.6695853
"3917",2,18,80,19,5181777.90070443
"3918",1,5,71,17,3958476.89463407
"3919",2,15,9,3,7.20992938631358
"3920",2,9,12,3,316.102067903512
"3921",1,20,15,4,183710.101086112
"3922",2,4,110,26,8286762.32457784
"3923",1,12,118,27,8869960.93211448
"3924",2,3,106,25,6196911.72619661
"3925",1,16,3,1,0.411726774163842
"3926",1,13,76,18,4105256.34731889
"3927",2,21,134,31,10534111.7237198
"3928",1,21,110,26,8734179.83569498
"3929",2,25,88,21,5571769.89215726
"3930",2,13,133,31,10302046.7228541
"3931",2,9,71,17,3827705.27410809
"3932",1,30,52,12,1820870.84537032
"3933",1,27,119,28,8889977.01951672
"3934",2,25,58,14,3496976.65025392
"3935",1,28,111,26,8789346.0091973
"3936",1,17,21,5,499187.419196111
"3937",1,25,19,5,413283.729168668
"3938",1,29,81,19,5085778.3280212
"3939",2,30,35,8,567083.242151082
"3940",2,19,133,31,10295085.2999027
"3941",1,3,11,3,31079.5289979366
"3942",2,9,10,3,30.683815253324
"3943",1,3,120,28,8990913.45959633
"3944",2,28,42,10,834205.533866661
"3945",1,19,13,3,113193.020466709
"3946",2,17,131,30,9447119.62419359
"3947",1,6,43,10,1799602.95646439
"3948",2,7,119,28,9436724.44319648
"3949",2,9,115,27,8997838.15371248
"3950",2,11,128,30,10229253.5014438
"3951",2,1,31,8,374329.395030146
"3952",1,15,15,4,129725.381934279
"3953",1,20,37,9,1630366.67026511
"3954",2,1,38,9,643967.254939568
"3955",2,30,5,2,1.46823531873147e-08
"3956",2,3,140,32,10803413.5501932
"3957",1,30,77,18,5448388.78359688
"3958",2,4,13,3,187.071492188035
"3959",2,21,42,10,1051328.53636086
"3960",2,28,148,34,10929520.2913565
"3961",2,1,123,29,7651638.04051996
"3962",2,22,115,27,8093119.7490598
"3963",2,28,140,32,11452353.8022806
"3964",2,16,20,5,8339.83998917117
"3965",1,13,126,29,9491449.25599561
"3966",2,15,131,30,9304636.68268994
"3967",2,28,128,30,9833371.98144597
"3968",2,2,17,4,2550.83488505082
"3969",2,17,43,10,1339014.61038442
"3970",1,19,121,28,8321073.60106844
"3971",1,29,134,31,10694677.8475557
"3972",2,4,144,33,9747597.99821808
"3973",1,30,84,20,5574833.32004386
"3974",2,20,119,28,8014502.41568741
"3975",1,6,139,32,9671926.47831985
"3976",2,26,46,11,1133817.99764112
"3977",1,23,47,11,3470626.5311575
"3978",2,9,136,32,9953817.87118375
"3979",2,7,45,11,914876.387795523
"3980",1,4,71,17,3822487.75856923
"3981",2,21,5,2,1.91203666378093e-07
"3982",1,16,96,22,6546391.23857
"3983",1,10,132,31,9692234.33442209
"3984",2,2,24,6,48248.5341614078
"3985",1,28,102,24,5754889.07721317
"3986",1,26,69,16,4319236.15033431
"3987",2,19,9,3,7.55146475581272
"3988",1,9,150,35,12186767.9958808
"3989",1,1,33,8,973893.352163708
"3990",2,17,112,26,8210203.15347045
"3991",1,17,126,29,8779181.19921187
"3992",2,12,19,5,4596.99706604563
"3993",2,30,48,11,1241569.40623517
"3994",1,6,47,11,2404279.04828007
"3995",2,18,29,7,423247.502982211
"3996",1,16,15,4,196731.17796176
"3997",2,23,138,32,11424574.0097577
"3998",1,28,138,32,11167622.2000445
"3999",2,14,61,14,3565035.13572765
"4000",1,4,106,25,6001011.1877854
"4001",2,21,55,13,2274585.75706017
"4002",1,29,3,1,0.89651429864513
"4003",1,9,113,26,7444278.36317544
"4004",2,1,40,10,1161307.39065585
"4005",2,17,7,2,111.01997122653
"4006",1,6,52,12,2771346.02445906
"4007",2,2,144,33,10962211.0209388
"4008",1,19,109,25,8116441.40317334
"4009",1,19,108,25,8620169.19622745
"4010",1,5,94,22,6943090.61358843
"4011",2,18,115,27,8403495.66527181
"4012",2,30,103,24,7624051.35957288
"4013",1,1,51,12,2819797.56163372
"4014",2,26,106,25,6791139.67305863
"4015",2,14,100,23,7051461.39391129
"4016",1,18,69,16,3220868.88501121
"4017",2,24,63,15,3362907.2024933
"4018",1,9,65,15,4514317.9102966
"4019",1,30,130,30,9496517.36704622
"4020",1,1,68,16,4018927.42470699
"4021",1,27,52,12,2756070.87649746
"4022",1,15,53,13,2841517.26845732
"4023",2,29,110,26,6654213.42479342
"4024",2,22,129,30,9640679.62419012
"4025",2,11,112,26,8162094.86314844
"4026",2,20,59,14,3277364.98318036
"4027",1,13,97,23,6250846.31840992
"4028",2,7,66,16,3532530.99029373
"4029",1,7,69,16,3288867.24053862
"4030",1,28,90,21,4245722.51467896
"4031",2,11,28,7,194141.157560918
"4032",1,9,5,2,92.5390044836872
"4033",1,17,141,33,11225718.2947729
"4034",1,5,127,29,9512853.62308539
"4035",1,9,53,13,3220911.91612814
"4036",2,11,60,14,3977517.17836924
"4037",1,2,113,26,8486894.99065099
"4038",2,26,50,12,2088196.03646159
"4039",1,7,4,1,12.4493092760129
"4040",2,4,139,32,9760613.55896454
"4041",1,10,4,1,6.52919165437695
"4042",1,2,115,27,7079552.47065927
"4043",1,29,51,12,3226124.55362566
"4044",1,19,22,6,254219.426122111
"4045",1,2,96,22,7392150.05375654
"4046",1,17,51,12,2501551.84088643
"4047",1,17,89,21,5632299.36111252
"4048",1,17,20,5,436692.874866049
"4049",1,23,62,15,4368902.20510244
"4050",2,13,127,29,8218792.79396417
"4051",2,13,145,34,12058444.843387
"4052",2,4,55,13,3055953.16208453
"4053",1,16,127,29,9476164.12471362
"4054",2,20,108,25,8905145.22473779
"4055",1,20,32,8,1018109.29486286
"4056",1,6,51,12,3035063.6830072
"4057",1,9,48,11,2470555.53154918
"4058",2,14,36,9,487527.927984337
"4059",1,16,46,11,2063416.20714069
"4060",2,20,98,23,6489405.57458362
"4061",1,21,27,7,717500.895403973
"4062",1,7,88,21,5416556.11272303
"4063",1,6,112,26,8551096.23154173
"4064",2,14,20,5,107376.755757514
"4065",2,6,102,24,7226515.05007314
"4066",2,22,33,8,200873.776601496
"4067",2,1,141,33,8769217.45192672
"4068",2,22,48,11,1062859.91332567
"4069",2,13,20,5,13348.8998540521
"4070",1,17,78,18,4926310.929266
"4071",1,2,106,25,8765300.56644755
"4072",2,30,143,33,10704535.0553485
"4073",1,6,64,15,3782227.75182752
"4074",1,9,97,23,6274437.08742203
"4075",2,14,109,25,7499564.22176867
"4076",2,4,135,31,10674548.3344292
"4077",2,29,84,20,5665930.56020471
"4078",2,29,21,5,39498.2149781911
"4079",1,28,9,3,9970.59084130844
"4080",1,21,116,27,7769987.66508767
"4081",2,13,147,34,11641817.3023154
"4082",1,1,74,17,4814098.56293042
"4083",1,11,13,3,111351.330234447
"4084",2,25,102,24,6618764.644314
"4085",1,1,46,11,2323336.7133527
"4086",1,29,88,21,5529542.19975363
"4087",1,16,142,33,11031262.4258909
"4088",2,1,63,15,3512778.95800213
"4089",1,18,60,14,3249002.61923333
"4090",2,11,8,2,0.443647172774089
"4091",1,27,60,14,3646412.0864624
"4092",2,22,16,4,1122.80515428538
"4093",2,29,112,26,8612760.5986194
"4094",2,12,138,32,11206832.7836326
"4095",1,16,32,8,949800.636473722
"4096",1,9,21,5,405855.924462763
"4097",1,15,75,18,4943303.01364135
"4098",1,28,68,16,4142166.21856258
"4099",1,22,11,3,35457.6307864949
"4100",2,24,139,32,10926498.1054341
"4101",2,5,54,13,2994996.17585578
"4102",2,9,20,5,1432.37623132978
"4103",2,13,60,14,4153363.12063037
"4104",1,25,116,27,8645841.46277098
"4105",2,8,109,25,6828297.92157937
"4106",2,12,134,31,9124121.06191522
"4107",2,17,110,26,8559415.59143161
"4108",1,17,30,7,577366.132499978
"4109",1,17,41,10,2010275.54041321
"4110",1,11,22,6,513590.991861406
"4111",2,9,102,24,6646800.27510784
"4112",1,1,122,28,8241700.05820461
"4113",2,29,36,9,835216.811047327
"4114",1,26,76,18,4672509.39674146
"4115",1,14,40,10,2219016.459428
"4116",2,2,22,6,153485.991826649
"4117",1,23,3,1,0.617681884423652
"4118",1,29,35,8,1370525.22257622
"4119",1,6,141,33,9188963.93165242
"4120",1,7,37,9,1456795.15454351
"4121",2,3,77,18,4832836.50810637
"4122",2,12,56,13,3599941.34992065
"4123",1,13,103,24,7272423.32749406
"4124",1,25,94,22,5510948.50175633
"4125",2,6,77,18,4504588.51388738
"4126",2,4,28,7,267355.905589348
"4127",1,3,44,11,2302180.82050036
"4128",2,21,127,29,9837350.07168177
"4129",2,2,27,7,260569.262822513
"4130",2,5,68,16,4494274.96407341
"4131",1,21,96,22,4815986.13096748
"4132",2,8,56,13,3831987.78773948
"4133",2,14,26,6,204005.128080235
"4134",2,3,67,16,4357935.29404796
"4135",1,9,103,24,7412743.86257588
"4136",2,27,68,16,3827750.51949184
"4137",1,6,87,20,5743082.70565361
"4138",1,25,68,16,3448995.80794281
"4139",1,16,52,12,2859215.56082008
"4140",2,8,82,19,6113354.28840937
"4141",2,26,100,23,6594985.61973334
"4142",2,12,36,9,957789.569703341
"4143",2,8,115,27,8142358.43193479
"4144",1,2,122,28,9266737.19278754
"4145",2,27,21,5,18878.2686027391
"4146",2,24,96,22,6232678.70504212
"4147",1,6,60,14,3774476.2186097
"4148",2,18,125,29,9067142.46351743
"4149",1,22,131,30,10364730.5825768
"4150",1,15,93,22,6027960.73976233
"4151",1,27,21,5,446198.543725196
"4152",1,11,118,27,8899908.92243965
"4153",1,30,91,21,6015396.05230928
"4154",1,29,70,16,5118179.48042765
"4155",1,6,110,26,7715810.73579423
"4156",1,8,8,2,1936.9975010589
"4157",2,13,64,15,2981927.49736175
"4158",2,3,15,4,579.608675243345
"4159",1,4,132,31,9473766.74625268
"4160",1,29,104,24,8045701.16304926
"4161",1,18,52,12,2717951.14564068
"4162",2,28,14,4,135.908085606762
"4163",2,4,57,14,3491986.66969233
"4164",1,12,69,16,3737270.02783846
"4165",1,11,64,15,4097638.12303004
"4166",2,3,33,8,336851.532413233
"4167",2,15,106,25,7109709.5584303
"4168",2,18,99,23,7041968.94888009
"4169",1,7,101,24,6852833.98123573
"4170",2,7,78,18,5230387.815041
"4171",1,23,72,17,4243375.045893
"4172",2,15,115,27,8788439.86399147
"4173",2,7,20,5,14683.7695315882
"4174",1,12,96,22,6935836.37699451
"4175",2,17,96,22,7458208.21286753
"4176",2,8,118,27,7991400.08041107
"4177",1,28,139,32,10760633.44779
"4178",1,11,110,26,8490450.24810277
"4179",1,28,6,2,410.866943833478
"4180",2,7,60,14,3616423.92586305
"4181",1,20,51,12,2850616.18808665
"4182",2,30,126,29,8697428.00446288
"4183",2,29,73,17,4765551.98114507
"4184",2,25,64,15,3450793.68201057
"4185",1,18,27,7,723433.211375258
"4186",1,10,134,31,9185072.4819175
"4187",2,18,139,32,11019062.9564981
"4188",1,14,112,26,7618907.1331137
"4189",2,11,90,21,5600480.49055625
"4190",1,12,14,4,73422.5088264398
"4191",1,9,136,32,10699206.5939695
"4192",1,12,127,29,9850418.06442496
"4193",2,20,63,15,4344765.31097728
"4194",1,7,128,30,9958997.97227736
"4195",1,16,50,12,2745435.92073036
"4196",1,5,112,26,7303863.88247012
"4197",1,11,5,2,80.5698525675439
"4198",1,1,95,22,7106054.59453564
"4199",1,3,2,1,0.311007698733406
"4200",1,9,128,30,8941782.30695996
"4201",1,8,129,30,9788411.79876609
"4202",2,8,107,25,7592292.064216
"4203",2,28,101,24,6725420.78344698
"4204",1,20,46,11,1759289.46154777
"4205",2,15,144,33,11748581.4141796
"4206",1,16,67,16,3853444.03756706
"4207",1,1,8,2,5020.58826601746
"4208",2,4,112,26,7418097.07764888
"4209",2,15,27,7,190623.111262892
"4210",2,25,75,18,4761099.70456432
"4211",1,10,104,24,6895722.44933626
"4212",1,18,28,7,759548.307195988
"4213",2,3,85,20,6320347.86505177
"4214",1,28,123,29,8947078.7617786
"4215",2,6,130,30,10165880.0270729
"4216",1,11,48,11,2113458.034904
"4217",2,28,15,4,14616.2334317563
"4218",2,30,77,18,5167391.57037373
"4219",1,12,11,3,24210.7971585527
"4220",2,4,69,16,3204896.97787403
"4221",1,21,89,21,6439353.93604003
"4222",1,14,3,1,0.966029803749794
"4223",1,12,78,18,4479278.65857405
"4224",1,17,37,9,1422912.68082583
"4225",1,30,2,1,0.0239061598334714
"4226",1,3,124,29,8887828.29461703
"4227",2,22,81,19,4590681.6298543
"4228",2,19,34,8,475133.279981751
"4229",1,28,92,21,5365287.32806605
"4230",1,20,133,31,10000748.173582
"4231",2,21,135,31,10533080.0223806
"4232",1,28,56,13,2985498.63325698
"4233",1,23,105,24,6981598.83006164
"4234",1,12,54,13,2897385.48028335
"4235",1,21,59,14,3697728.4397687
"4236",1,24,73,17,4473177.05081393
"4237",2,15,84,20,4819119.22636208
"4238",1,19,122,28,8621977.68002522
"4239",1,12,56,13,2356037.1264177
"4240",1,12,70,16,3641771.29483283
"4241",1,17,117,27,8615466.19312168
"4242",2,25,112,26,7752600.60534527
"4243",1,14,69,16,4445515.64935862
"4244",2,15,40,10,389630.52122394
"4245",1,19,24,6,612783.161349774
"4246",2,9,52,12,1861654.8313533
"4247",2,21,150,35,12310050.9717093
"4248",1,30,147,34,11122222.2016101
"4249",1,29,108,25,6960725.91892365
"4250",1,25,47,11,1507236.96926
"4251",1,3,84,20,6547067.24808026
"4252",2,1,57,14,3415963.02021063
"4253",1,22,40,10,1352458.0594444
"4254",2,28,63,15,4219778.77925791
"4255",2,28,38,9,260021.577130105
"4256",1,21,129,30,8741467.41930898
"4257",2,3,7,2,0.508751640455702
"4258",1,3,78,18,4398041.34834613
"4259",2,29,108,25,7764616.73637811
"4260",1,12,94,22,6568262.93890448
"4261",1,27,48,11,2817978.2211486
"4262",2,18,116,27,8644004.93616221
"4263",1,24,110,26,7769441.42539369
"4264",2,28,12,3,173.727676581587
"4265",2,6,12,3,79.951724443576
"4266",2,30,63,15,2308584.24850794
"4267",2,24,125,29,9564405.64766914
"4268",1,11,63,15,3591109.03841941
"4269",1,13,87,20,5368690.95652541
"4270",1,4,134,31,9534995.9562707
"4271",1,3,52,12,2624108.92275413
"4272",1,2,80,19,5124953.98714195
"4273",1,18,131,30,9808525.63629231
"4274",1,30,78,18,4534284.58435712
"4275",1,3,54,13,3575581.58060514
"4276",1,15,131,30,10448250.992771
"4277",1,15,147,34,11059682.5727306
"4278",1,13,65,15,3252945.12283124
"4279",2,19,65,15,4446290.18894299
"4280",2,12,130,30,9993410.69813439
"4281",2,19,7,2,0.0103054452289311
"4282",1,2,50,12,2955907.96330663
"4283",2,4,72,17,4687917.88223506
"4284",2,20,30,7,272242.362795297
"4285",1,6,65,15,4529458.46887524
"4286",1,1,111,26,7665304.15379086
"4287",1,9,90,21,5265483.76940438
"4288",2,23,133,31,10062210.1095097
"4289",1,17,62,15,4251047.89905758
"4290",2,25,132,31,10104442.3953516
"4291",1,6,39,9,1746999.17444269
"4292",1,1,136,32,11021921.2105402
"4293",2,12,35,8,567564.388544756
"4294",1,23,32,8,906674.834352053
"4295",2,26,149,34,10583934.9698946
"4296",1,4,97,23,6168101.8439598
"4297",2,1,3,1,4.48028896840933e-24
"4298",1,30,107,25,7163589.72128716
"4299",2,2,50,12,2311841.83279351
"4300",1,25,117,27,9398839.30593312
"4301",2,9,17,4,2280.09922538351
"4302",1,22,103,24,6678859.97173166
"4303",2,13,40,10,1658523.63250383
"4304",1,3,142,33,10837359.1516346
"4305",1,20,58,14,2852648.60736655
"4306",2,26,140,32,10316639.141076
"4307",1,2,31,8,852489.176433579
"4308",1,1,59,14,3802137.36991555
"4309",1,6,99,23,6485936.77444722
"4310",2,17,140,32,10758987.0145326
"4311",1,14,37,9,1604092.99853699
"4312",2,5,105,24,6573671.70020743
"4313",2,27,100,23,6685307.96538802
"4314",2,2,72,17,4406250.03763365
"4315",1,10,122,28,8705328.67332316
"4316",2,19,112,26,7019776.92460735
"4317",1,25,118,27,9530430.10329196
"4318",2,8,48,11,2827859.37865236
"4319",1,21,58,14,2995501.48776399
"4320",1,30,50,12,2874638.41450109
"4321",2,11,67,16,3952756.5757934
"4322",2,30,26,6,226013.014690231
"4323",1,26,62,15,3541542.37721925
"4324",2,23,75,18,5046230.49575799
"4325",1,8,78,18,5054108.21550888
"4326",1,16,147,34,11397443.3912699
"4327",1,20,110,26,6101537.148455
"4328",1,8,110,26,7102894.71379352
"4329",1,27,128,30,9319829.37483964
"4330",1,13,148,34,10840121.7521195
"4331",1,23,86,20,5936521.6534313
"4332",1,17,33,8,1123629.98824047
"4333",2,7,35,8,445294.057566919
"4334",2,10,57,14,3513809.68445172
"4335",2,16,146,34,11474588.3938026
"4336",1,11,4,1,4.84612949840347
"4337",2,27,33,8,608626.551337343
"4338",1,14,45,11,2430725.17305537
"4339",2,29,126,29,9303152.36665582
"4340",1,14,24,6,581045.809638639
"4341",1,22,97,23,7162232.77323211
"4342",2,7,100,23,7163177.44489494
"4343",2,20,147,34,11980557.3962316
"4344",2,19,98,23,7609658.24600034
"4345",2,14,101,24,7546871.85828924
"4346",2,4,138,32,10983737.2010472
"4347",2,20,49,12,2988056.15110922
"4348",1,21,94,22,5903986.10312683
"4349",2,7,86,20,5391746.47820606
"4350",1,20,61,14,3440240.9716717
"4351",2,20,101,24,6878579.82637046
"4352",2,28,4,1,7.37536747650869e-20
"4353",2,18,4,1,3.70142861043006
"4354",2,27,77,18,4494158.04297493
"4355",2,11,25,6,96231.8145299106
"4356",2,6,112,26,8035544.71360885
"4357",1,28,87,20,5815302.98607383
"4358",1,20,12,3,100833.71756494
"4359",2,11,147,34,11431865.8505588
"4360",1,28,121,28,7900761.45573438
"4361",1,5,150,35,12596834.8260146
"4362",1,15,117,27,8108398.44050254
"4363",2,24,107,25,7692411.79886383
"4364",2,13,68,16,4224047.32839944
"4365",1,16,6,2,746.210685778946
"4366",2,13,73,17,4643279.77220229
"4367",1,17,44,11,2483057.11297883
"4368",2,16,56,13,2424695.13832614
"4369",2,12,117,27,8508852.31610851
"4370",2,29,138,32,10024061.5648526
"4371",1,28,24,6,601446.381526624
"4372",1,2,145,34,11261101.5108457
"4373",2,16,92,21,6586846.1446262
"4374",2,14,48,11,2328002.85719297
"4375",2,19,20,5,38167.2593859778
"4376",1,16,80,19,4074429.48188826
"4377",1,6,23,6,520739.574837349
"4378",1,9,87,20,5824304.83290777
"4379",1,21,30,7,1029323.95476785
"4380",1,2,30,7,894822.305520619
"4381",2,29,64,15,3861550.02946454
"4382",2,19,110,26,6918971.57596845
"4383",1,22,34,8,1158522.23627408
"4384",2,1,108,25,6798370.62042619
"4385",2,29,115,27,8740754.72627165
"4386",1,25,140,32,10207375.6862179
"4387",1,12,134,31,8930628.08784293
"4388",2,7,144,33,10474075.6001339
"4389",1,15,108,25,7918188.80581212
"4390",1,19,63,15,4670004.70017489
"4391",1,2,37,9,1395621.05520459
"4392",2,24,24,6,134370.682409562
"4393",1,17,65,15,3804907.32547549
"4394",2,25,144,33,11455910.4186921
"4395",2,6,68,16,3568298.31050762
"4396",2,14,93,22,6189620.55571862
"4397",1,3,119,28,8181100.29710778
"4398",1,28,52,12,2185873.78362706
"4399",2,11,29,7,155498.706809026
"4400",2,17,21,5,98772.6745214799
"4401",1,18,98,23,6830639.01396136
"4402",2,30,14,4,700.935859710144
"4403",2,24,132,31,9797908.46829848
"4404",2,2,140,32,10013553.9645732
"4405",1,4,91,21,5843624.13115736
"4406",1,16,107,25,8023693.85880179
"4407",1,12,77,18,5516845.74813126
"4408",1,29,77,18,5149748.20180649
"4409",2,21,79,19,4452091.70955333
"4410",2,18,52,12,1662045.20573946
"4411",2,10,20,5,6568.35811646683
"4412",2,20,21,5,5623.2071549115
"4413",1,6,72,17,4289659.82545596
"4414",1,29,39,9,1502401.51909701
"4415",2,26,23,6,69195.840781469
"4416",2,19,122,28,8179132.56520589
"4417",1,7,137,32,8669434.93771106
"4418",1,17,119,28,8557963.49130353
"4419",2,21,120,28,8981554.58634991
"4420",2,15,69,16,4103343.43739887
"4421",1,13,23,6,568991.606741857
"4422",1,10,97,23,6561168.44907156
"4423",1,24,91,21,6763761.16981963
"4424",2,5,99,23,6982831.94800697
"4425",2,13,39,9,804795.752310888
"4426",2,24,117,27,9079315.23824889
"4427",1,13,18,5,300481.664376561
"4428",1,24,37,9,1459564.74477888
"4429",1,29,149,34,10729771.6619671
"4430",1,17,60,14,3207246.75525352
"4431",2,13,25,6,123828.414597416
"4432",2,24,70,16,4030105.96011232
"4433",1,16,109,25,6478212.14321445
"4434",2,5,3,1,1.6156581313741e-25
"4435",1,14,17,4,257184.016101687
"4436",2,23,125,29,9194710.84132143
"4437",2,11,17,4,15096.1397700116
"4438",1,29,53,13,2759376.79292278
"4439",2,9,135,31,9707146.84895313
"4440",1,16,36,9,1513109.02008185
"4441",2,29,123,29,9333314.2495112
"4442",2,30,122,28,7672640.6192251
"4443",1,6,81,19,4964265.99937365
"4444",1,15,26,6,583137.988476816
"4445",2,23,48,11,885175.403165306
"4446",2,2,130,30,9672268.0516105
"4447",1,14,8,2,8538.51717922801
"4448",1,8,40,10,1946605.24151449
"4449",1,24,102,24,5238428.60708201
"4450",1,23,46,11,2131641.96811437
"4451",2,18,114,27,8495399.17006742
"4452",2,29,55,13,2329282.22317088
"4453",1,22,15,4,204016.599945422
"4454",1,27,75,18,5694592.65998352
"4455",1,6,26,6,654297.258903815
"4456",1,30,79,19,4832017.63178496
"4457",2,25,129,30,9990119.84612048
"4458",2,11,105,24,7944844.70610871
"4459",2,25,60,14,3228474.36327922
"4460",1,18,3,1,2.0331302029517
"4461",1,4,95,22,6998956.48155367
"4462",2,16,13,3,197.050814359248
"4463",1,13,135,31,10375178.2184405
"4464",2,27,76,18,5155702.22690934
"4465",2,13,84,20,5671399.59715805
"4466",2,18,48,11,1678069.92770835
"4467",2,12,89,21,6672080.74058635
"4468",1,19,53,13,2640414.9613522
"4469",2,25,53,13,3018555.02026099
"4470",1,19,78,18,5008149.38549841
"4471",2,8,77,18,5180505.81834186
"4472",1,23,97,23,7339202.56922766
"4473",1,20,121,28,9775767.53802467
"4474",1,28,81,19,5544201.44373493
"4475",2,5,82,19,5791944.11784978
"4476",1,10,148,34,11873498.655837
"4477",1,29,50,12,2851305.39676098
"4478",2,11,132,31,10876492.0516138
"4479",2,25,124,29,8888774.42790939
"4480",2,3,113,26,8490525.06363874
"4481",1,5,84,20,4953247.617464
"4482",2,14,65,15,3778883.44788678
"4483",1,30,59,14,1898230.50915298
"4484",1,8,119,28,9295327.3541088
"4485",2,1,128,30,8951568.68887993
"4486",1,20,43,10,2291615.56686193
"4487",2,5,108,25,8419948.36897177
"4488",2,18,130,30,10577108.7707452
"4489",1,20,97,23,5841698.22379654
"4490",1,24,48,11,2791975.54432205
"4491",2,17,79,19,4470883.61274998
"4492",2,14,8,2,2.25089157583818
"4493",2,19,123,29,9146594.17167573
"4494",1,1,71,17,4381728.27780605
"4495",1,13,61,14,3839380.74364805
"4496",2,15,143,33,10579584.1439366
"4497",1,16,110,26,8443210.24649394
"4498",1,23,8,2,7214.11036296505
"4499",1,28,101,24,6395627.14275036
"4500",1,3,51,12,2462417.44193697
"4501",2,16,74,17,4496937.44539041
"4502",2,18,55,13,3509506.44512755
"4503",1,26,83,19,4158090.31253406
"4504",1,17,142,33,10402234.288187
"4505",2,27,91,21,5424493.8454184
"4506",1,4,61,14,3810914.24567652
"4507",2,25,35,8,330470.182840763
"4508",1,19,26,6,292936.972845619
"4509",2,27,41,10,418466.047042825
"4510",2,12,23,6,203163.217453579
"4511",1,24,41,10,1749858.32613216
"4512",1,21,8,2,7069.32563944262
"4513",1,3,101,24,7739359.419409
"4514",2,25,10,3,59.4488862542168
"4515",1,30,55,13,3404633.37107749
"4516",2,30,71,17,3800220.49489817
"4517",2,22,97,23,6075605.44358221
"4518",2,5,61,14,3257103.88525598
"4519",1,9,147,34,11524088.394665
"4520",2,20,97,23,5797868.61820065
"4521",1,7,142,33,9935369.29018622
"4522",2,28,77,18,5139104.32011086
"4523",2,27,53,13,1806380.02432764
"4524",1,26,2,1,0.0253929903239785
"4525",1,17,149,34,11734314.8448787
"4526",2,15,137,32,10996799.3018012
"4527",1,22,111,26,8344531.84153129
"4528",2,7,25,6,83254.3033513062
"4529",1,16,25,6,635555.603154484
"4530",2,22,123,29,9015176.27012618
"4531",1,7,58,14,3540338.92453218
"4532",2,1,84,20,5536166.47697684
"4533",2,8,114,27,8974769.27267114
"4534",2,8,133,31,9842708.24057052
"4535",1,14,128,30,9449502.04340326
"4536",1,10,80,19,5601201.76728127
"4537",1,26,16,4,205602.027108771
"4538",1,18,89,21,4957218.75222856
"4539",2,20,135,31,10476088.2359364
"4540",2,14,116,27,7869373.96566601
"4541",1,15,139,32,10033108.1687713
"4542",1,29,14,4,147693.405305127
"4543",2,8,79,19,4524657.33776889
"4544",2,6,75,18,4720651.20166418
"4545",2,16,129,30,9612012.09182236
"4546",2,12,78,18,5213139.02487376
"4547",2,27,132,31,8937386.67921329
"4548",2,29,90,21,6186738.66689897
"4549",2,8,73,17,4028409.10544298
"4550",1,9,24,6,589314.780800684
"4551",2,5,13,3,121.345187493234
"4552",1,6,136,32,9878602.8819993
"4553",1,11,34,8,1232519.71824563
"4554",2,11,81,19,4875319.66357486
"4555",2,17,124,29,9636827.1140612
"4556",2,7,59,14,3464848.44644462
"4557",2,13,48,11,1502135.07117964
"4558",2,12,29,7,149393.250214981
"4559",2,2,25,6,469221.977019668
"4560",2,11,122,28,7643953.3068511
"4561",2,17,19,5,19335.1997198343
"4562",1,15,24,6,367324.371083341
"4563",1,1,3,1,2.71245536416031
"4564",2,20,138,32,8546749.61590842
"4565",2,19,19,5,41795.4193765158
"4566",1,25,70,16,3148220.54603924
"4567",2,27,36,9,433255.608847997
"4568",2,28,139,32,10574591.0790351
"4569",1,9,36,9,1407334.54401724
"4570",2,7,112,26,7835487.77704595
"4571",2,1,93,22,6554266.34569737
"4572",2,7,80,19,4200765.33199794
"4573",2,25,111,26,6738157.68346563
"4574",1,11,137,32,10337665.6762838
"4575",1,3,83,19,5030522.62616212
"4576",1,27,33,8,1099545.43788046
"4577",1,23,50,12,2336167.16226669
"4578",2,4,61,14,3871958.16008141
