"","algorithm","replicate","instance","group","result"
"887",1,4,10,1,-1
"888",2,30,46,2,-1
"889",1,10,46,2,-1
"890",1,11,126,5,-1
"891",2,2,45,2,-1
"892",2,21,106,4,-1
"893",1,7,36,2,-1
"894",1,20,91,4,-1
"895",1,14,54,2,-1
"896",2,12,128,5,-1
"897",2,15,75,3,-1
"898",2,2,101,4,-1
"899",1,7,6,1,-1
"900",1,26,25,1,-1
"901",1,12,15,1,-1
"902",2,24,145,5,-1
"903",1,7,66,3,-1
"904",1,5,62,3,-1
"905",1,23,119,4,-1
"906",2,12,80,3,-1
"907",2,14,98,4,-1
"908",2,19,12,1,-1
"909",1,3,83,3,-1
"910",1,13,140,5,-1
"911",2,11,49,2,-1
"912",2,11,124,5,-1
"913",1,4,5,1,-1
"914",1,19,115,4,-1
"915",2,28,49,2,-1
"916",2,18,8,1,-1
"917",1,24,33,2,-1
"918",1,26,84,3,-1
"919",2,22,126,5,-1
"920",2,29,128,5,-1
"921",2,11,16,1,-1
"922",1,1,57,2,-1
"923",2,24,14,1,-1
"924",1,30,26,1,-1
"925",1,15,38,2,-1
"926",1,20,139,5,-1
"927",1,20,93,4,-1
"928",2,7,72,3,-1
"929",2,22,53,2,-1
"930",1,12,82,3,-1
"931",2,8,88,3,-1
"932",2,28,57,2,-1
"933",2,25,9,1,-1
"934",1,13,26,1,-1
"935",1,26,53,2,-1
"936",1,12,13,1,-1
"937",1,27,104,4,-1
"938",2,29,76,3,-1
"939",2,11,45,2,-1
"940",2,5,61,3,-1
"941",1,30,50,2,-1
"942",2,17,33,2,-1
"943",1,29,96,4,-1
"944",2,9,118,4,-1
"945",1,15,31,2,-1
"946",1,9,12,1,-1
"947",1,30,133,5,-1
"948",1,7,22,1,-1
"949",2,14,113,4,-1
"950",1,14,38,2,-1
"951",1,28,116,4,-1
"952",2,13,73,3,-1
"953",1,1,127,5,-1
"954",2,2,48,2,-1
"955",1,25,63,3,-1
"956",2,11,149,5,-1
"957",1,14,46,2,-1
"958",2,17,6,1,-1
"959",1,29,6,1,-1
"960",1,26,149,5,-1
"961",1,21,10,1,-1
"962",2,11,52,2,-1
"963",2,6,8,1,-1
"964",2,25,98,4,-1
"965",2,10,33,2,-1
"966",1,1,11,1,-1
"967",2,18,99,4,-1
"968",1,17,60,3,-1
"969",1,13,14,1,-1
"970",1,30,82,3,-1
"971",1,5,122,5,-1
"972",1,19,20,1,-1
"973",2,11,81,3,-1
"974",1,29,81,3,-1
"975",1,7,70,3,-1
"976",1,9,22,1,-1
"977",1,29,115,4,-1
"978",1,19,99,4,-1
"979",1,13,71,3,-1
"980",1,6,71,3,-1
"981",2,3,96,4,-1
"982",1,8,22,1,-1
"983",2,6,54,2,-1
"984",1,24,67,3,-1
"985",2,24,98,4,-1
"986",1,16,2,1,-1
"987",1,4,37,2,-1
"988",1,4,66,3,-1
"989",1,14,100,4,-1
"990",2,14,21,1,-1
"991",1,19,79,3,-1
"992",2,7,7,1,-1
"993",2,14,136,5,-1
"994",1,11,116,4,-1
"995",1,3,103,4,-1
"996",1,20,96,4,-1
"997",1,20,9,1,-1
"998",2,5,83,3,-1
"999",2,19,5,1,-1
"1000",1,28,48,2,-1
"1001",2,3,113,4,-1
"1002",2,7,27,1,-1
"1003",2,18,100,4,-1
"1004",1,22,23,1,-1
"1005",1,23,68,3,-1
"1006",2,30,115,4,-1
"1007",1,10,97,4,-1
"1008",2,17,56,2,-1
"1009",1,19,150,6,-1
"1010",2,18,111,4,-1
"1011",2,26,94,4,-1
"1012",2,21,24,1,-1
"1013",2,3,78,3,-1
"1014",1,30,118,4,-1
"1015",2,10,128,5,-1
"1016",1,3,95,4,-1
"1017",2,17,138,5,-1
"1018",2,1,100,4,-1
"1019",1,1,90,4,-1
"1020",1,27,34,2,-1
"1021",2,14,128,5,-1
"1022",2,4,117,4,-1
"1023",2,29,43,2,-1
"1024",1,16,22,1,-1
"1025",1,27,72,3,-1
"1026",1,14,21,1,-1
"1027",2,7,107,4,-1
"1028",2,20,66,3,-1
"1029",2,15,26,1,-1
"1030",2,5,70,3,-1
"1031",2,22,135,5,-1
"1032",2,22,124,5,-1
"1033",1,8,92,4,-1
"1034",2,21,61,3,-1
"1035",2,5,95,4,-1
"1036",2,28,4,1,-1
"1037",1,2,99,4,-1
"1038",1,6,36,2,-1
"1039",2,12,59,2,-1
"1040",1,18,133,5,-1
"1041",1,14,63,3,-1
"1042",1,14,14,1,-1
"1043",1,29,98,4,-1
"1044",2,18,78,3,-1
"1045",1,22,84,3,-1
"1046",2,27,10,1,-1
"1047",2,24,109,4,-1
"1048",1,5,56,2,-1
"1049",2,23,92,4,-1
"1050",1,16,123,5,-1
"1051",1,20,121,5,-1
"1052",1,17,27,1,-1
"1053",2,26,100,4,-1
"1054",1,6,139,5,-1
"1055",1,22,20,1,-1
"1056",2,20,73,3,-1
"1057",2,23,75,3,-1
"1058",2,25,99,4,-1
"1059",1,28,128,5,-1
"1060",2,25,14,1,-1
"1061",2,30,45,2,-1
"1062",2,27,60,3,-1
"1063",2,8,21,1,-1
"1064",2,17,70,3,-1
"1065",2,20,60,3,-1
"1066",1,26,80,3,-1
"1067",2,20,124,5,-1
"1068",1,20,47,2,-1
"1069",1,7,34,2,-1
"1070",1,11,15,1,-1
"1071",1,5,133,5,-1
"1072",2,2,73,3,-1
"1073",2,4,108,4,-1
"1074",2,28,65,3,-1
"1075",2,6,139,5,-1
"1076",2,4,138,5,-1
"1077",1,18,88,3,-1
"1078",1,15,24,1,-1
"1079",2,4,76,3,-1
"1080",2,4,137,5,-1
"1081",1,23,66,3,-1
"1082",1,9,144,5,-1
"1083",1,19,43,2,-1
"1084",2,26,39,2,-1
"1085",1,26,75,3,-1
"1086",1,4,93,4,-1
"1087",1,13,54,2,-1
"1088",1,21,43,2,-1
"1089",1,1,47,2,-1
"1090",1,29,48,2,-1
"1091",2,26,110,4,-1
"1092",2,17,15,1,-1
"1093",2,18,34,2,-1
"1094",2,17,148,5,-1
"1095",2,9,24,1,-1
"1096",1,30,48,2,-1
"1097",2,2,104,4,-1
"1098",2,21,114,4,-1
"1099",2,16,8,1,-1
"1100",2,12,147,5,-1
"1101",1,8,94,4,-1
"1102",1,5,142,5,-1
"1103",1,13,37,2,-1
"1104",2,23,63,3,-1
"1105",2,20,133,5,-1
"1106",2,14,105,4,-1
"1107",2,18,15,1,-1
"1108",2,22,104,4,-1
"1109",2,15,47,2,-1
"1110",1,24,22,1,-1
"1111",1,23,32,2,-1
"1112",1,7,87,3,-1
"1113",1,17,2,1,-1
"1114",1,14,79,3,-1
"1115",1,6,57,2,-1
"1116",1,20,149,5,-1
"1117",2,21,54,2,-1
"1118",1,18,57,2,-1
"1119",1,6,119,4,-1
"1120",1,12,78,3,-1
"1121",2,23,128,5,-1
"1122",2,10,77,3,-1
"1123",2,30,43,2,-1
"1124",1,18,105,4,-1
"1125",2,11,28,1,-1
"1126",2,6,131,5,-1
"1127",2,23,44,2,-1
"1128",2,17,126,5,-1
"1129",2,12,97,4,-1
"1130",2,6,26,1,-1
"1131",2,26,17,1,-1
"1132",2,4,71,3,-1
"1133",2,17,80,3,-1
"1134",2,4,9,1,-1
"1135",2,13,81,3,-1
"1136",2,27,144,5,-1
"1137",2,5,137,5,-1
"1138",1,12,20,1,-1
"1139",1,12,84,3,-1
"1140",2,11,24,1,-1
"1141",1,23,81,3,-1
"1142",2,26,31,2,-1
"1143",2,18,133,5,-1
"1144",2,22,62,3,-1
"1145",1,14,126,5,-1
"1146",2,1,150,6,-1
"1147",2,16,104,4,-1
"1148",2,3,131,5,-1
"1149",2,20,134,5,-1
"1150",1,15,28,1,-1
"1151",2,13,89,3,-1
"1152",1,4,23,1,-1
"1153",1,16,68,3,-1
"1154",1,7,20,1,-1
"1155",1,5,9,1,-1
"1156",2,22,72,3,-1
"1157",2,13,4,1,-1
"1158",1,9,68,3,-1
"1159",1,7,45,2,-1
"1160",1,30,15,1,-1
"1161",2,20,32,2,-1
"1162",1,30,40,2,-1
"1163",2,14,129,5,-1
"1164",2,7,2,1,-1
"1165",1,18,113,4,-1
"1166",1,29,76,3,-1
"1167",2,4,63,3,-1
"1168",2,20,6,1,-1
"1169",1,10,65,3,-1
"1170",2,23,127,5,-1
"1171",2,22,81,3,-1
"1172",2,2,106,4,-1
"1173",1,16,76,3,-1
"1174",1,7,136,5,-1
"1175",1,30,132,5,-1
"1176",2,5,146,5,-1
"1177",1,3,15,1,-1
"1178",1,2,108,4,-1
"1179",1,15,143,5,-1
"1180",1,23,133,5,-1
"1181",2,1,86,3,-1
"1182",1,12,52,2,-1
"1183",1,14,64,3,-1
"1184",2,27,101,4,-1
"1185",1,10,125,5,-1
"1186",2,4,120,5,-1
"1187",1,17,77,3,-1
"1188",1,17,70,3,-1
"1189",1,24,129,5,-1
"1190",2,1,145,5,-1
"1191",1,28,118,4,-1
"1192",1,4,90,4,-1
"1193",2,1,129,5,-1
"1194",1,25,77,3,-1
"1195",2,30,50,2,-1
"1196",1,30,96,4,-1
"1197",2,29,2,1,-1
"1198",2,15,90,4,-1
"1199",1,13,58,2,-1
"1200",1,4,22,1,-1
"1201",1,23,114,4,-1
"1202",2,1,59,2,-1
"1203",1,19,149,5,-1
"1204",1,25,22,1,-1
"1205",2,30,2,1,-1
"1206",2,3,126,5,-1
"1207",1,20,107,4,-1
"1208",1,17,73,3,-1
"1209",1,15,85,3,-1
"1210",1,28,121,5,-1
"1211",2,17,134,5,-1
"1212",1,19,65,3,-1
"1213",2,10,52,2,-1
"1214",1,1,49,2,-1
"1215",1,19,17,1,-1
"1216",1,16,8,1,-1
"1217",1,13,73,3,-1
"1218",2,29,101,4,-1
"1219",2,25,31,2,-1
"1220",1,30,11,1,-1
"1221",2,18,37,2,-1
"1222",1,21,7,1,-1
"1223",2,5,46,2,-1
"1224",2,20,140,5,-1
"1225",1,7,40,2,-1
"1226",2,23,121,5,-1
"1227",1,19,124,5,-1
"1228",1,7,148,5,-1
"1229",2,23,139,5,-1
"1230",1,18,5,1,-1
"1231",1,19,143,5,-1
"1232",2,26,91,4,-1
"1233",2,6,109,4,-1
"1234",2,5,68,3,-1
"1235",2,1,37,2,-1
"1236",2,28,29,1,-1
"1237",2,29,53,2,-1
"1238",2,30,138,5,-1
"1239",2,6,146,5,-1
"1240",1,3,46,2,-1
"1241",1,7,67,3,-1
"1242",1,23,25,1,-1
"1243",2,21,146,5,-1
"1244",1,9,117,4,-1
"1245",1,23,88,3,-1
"1246",2,12,5,1,-1
"1247",1,19,129,5,-1
"1248",1,10,64,3,-1
"1249",1,21,116,4,-1
"1250",1,27,137,5,-1
"1251",1,26,104,4,-1
"1252",1,8,17,1,-1
"1253",2,10,9,1,-1
"1254",1,6,64,3,-1
"1255",1,22,45,2,-1
"1256",2,1,2,1,-1
"1257",2,20,27,1,-1
"1258",2,23,13,1,-1
"1259",1,21,76,3,-1
"1260",2,16,139,5,-1
"1261",2,13,142,5,-1
"1262",2,14,127,5,-1
"1263",1,7,60,3,-1
"1264",2,12,54,2,-1
"1265",2,10,94,4,-1
"1266",2,30,91,4,-1
"1267",2,28,31,2,-1
"1268",1,6,79,3,-1
"1269",1,26,9,1,-1
"1270",2,10,37,2,-1
"1271",1,15,13,1,-1
"1272",2,1,98,4,-1
"1273",1,10,115,4,-1
"1274",1,19,63,3,-1
"1275",1,24,82,3,-1
"1276",2,3,139,5,-1
"1277",2,24,32,2,-1
"1278",2,12,119,4,-1
"1279",1,11,70,3,-1
"1280",2,1,63,3,-1
"1281",2,21,96,4,-1
"1282",2,6,19,1,-1
"1283",1,22,5,1,-1
"1284",2,28,15,1,-1
"1285",2,22,56,2,-1
"1286",1,3,53,2,-1
"1287",2,9,36,2,-1
"1288",1,8,5,1,-1
"1289",2,24,56,2,-1
"1290",2,14,69,3,-1
"1291",1,16,110,4,-1
"1292",1,25,74,3,-1
"1293",2,26,104,4,-1
"1294",1,19,9,1,-1
"1295",2,15,127,5,-1
"1296",1,11,46,2,-1
"1297",2,2,118,4,-1
"1298",1,28,91,4,-1
"1299",2,1,18,1,-1
"1300",2,5,98,4,-1
"1301",1,1,123,5,-1
"1302",2,28,35,2,-1
"1303",2,27,62,3,-1
"1304",1,15,136,5,-1
"1305",2,13,14,1,-1
"1306",1,13,127,5,-1
"1307",1,23,23,1,-1
"1308",1,7,130,5,-1
"1309",1,13,2,1,-1
"1310",1,15,6,1,-1
"1311",1,1,19,1,-1
"1312",2,17,95,4,-1
"1313",2,9,53,2,-1
"1314",2,16,42,2,-1
"1315",2,10,127,5,-1
"1316",2,27,19,1,-1
"1317",2,3,61,3,-1
"1318",2,3,8,1,-1
"1319",2,26,4,1,-1
"1320",1,1,36,2,-1
"1321",1,5,115,4,-1
"1322",1,6,135,5,-1
"1323",2,24,88,3,-1
"1324",2,6,39,2,-1
"1325",2,1,40,2,-1
"1326",2,20,128,5,-1
"1327",2,14,104,4,-1
"1328",2,5,47,2,-1
"1329",1,9,37,2,-1
"1330",2,29,127,5,-1
"1331",2,11,101,4,-1
"1332",2,16,45,2,-1
"1333",1,18,115,4,-1
"1334",2,22,52,2,-1
"1335",1,1,28,1,-1
"1336",1,13,42,2,-1
"1337",1,26,36,2,-1
"1338",2,17,71,3,-1
"1339",1,9,129,5,-1
"1340",2,4,62,3,-1
"1341",1,9,48,2,-1
"1342",2,13,2,1,-1
"1343",2,23,46,2,-1
"1344",1,3,34,2,-1
"1345",2,20,39,2,-1
"1346",1,16,53,2,-1
"1347",2,27,71,3,-1
"1348",1,6,134,5,-1
"1349",1,19,21,1,-1
"1350",2,11,132,5,-1
"1351",1,18,37,2,-1
"1352",2,17,120,5,-1
"1353",2,22,97,4,-1
"1354",2,17,103,4,-1
"1355",1,9,82,3,-1
"1356",1,30,21,1,-1
"1357",2,2,120,5,-1
"1358",2,10,93,4,-1
"1359",2,27,18,1,-1
"1360",2,19,93,4,-1
"1361",2,14,141,5,-1
"1362",2,12,11,1,-1
"1363",1,1,34,2,-1
"1364",2,17,118,4,-1
"1365",1,8,90,4,-1
"1366",2,17,16,1,-1
"1367",2,13,125,5,-1
"1368",2,7,63,3,-1
"1369",1,10,137,5,-1
"1370",2,14,35,2,-1
"1371",2,1,26,1,-1
"1372",1,20,68,3,-1
"1373",2,14,16,1,-1
"1374",2,2,85,3,-1
"1375",1,30,125,5,-1
"1376",2,3,94,4,-1
"1377",2,4,149,5,-1
"1378",2,4,44,2,-1
"1379",1,21,37,2,-1
"1380",1,8,32,2,-1
"1381",2,14,93,4,-1
"1382",1,25,110,4,-1
"1383",2,1,38,2,-1
"1384",2,19,78,3,-1
"1385",2,16,60,3,-1
"1386",2,30,26,1,-1
"1387",2,19,85,3,-1
"1388",2,18,19,1,-1
"1389",1,12,33,2,-1
"1390",2,7,12,1,-1
"1391",2,1,13,1,-1
"1392",2,15,36,2,-1
"1393",1,15,57,2,-1
"1394",2,23,36,2,-1
"1395",2,7,140,5,-1
"1396",1,30,89,3,-1
"1397",1,10,25,1,-1
"1398",2,29,17,1,-1
"1399",2,16,121,5,-1
"1400",1,18,74,3,-1
"1401",1,26,111,4,-1
"1402",2,14,121,5,-1
"1403",1,22,96,4,-1
"1404",2,14,124,5,-1
"1405",1,4,18,1,-1
"1406",1,5,123,5,-1
"1407",1,29,97,4,-1
"1408",2,29,91,4,-1
"1409",2,14,64,3,-1
"1410",1,4,75,3,-1
"1411",2,8,108,4,-1
"1412",2,30,97,4,-1
"1413",2,15,42,2,-1
"1414",2,17,124,5,-1
"1415",1,8,55,2,-1
"1416",2,26,108,4,-1
"1417",2,4,18,1,-1
"1418",1,22,32,2,-1
"1419",1,9,58,2,-1
"1420",1,14,150,6,-1
"1421",1,5,41,2,-1
"1422",2,25,66,3,-1
"1423",1,7,69,3,-1
"1424",1,6,16,1,-1
"1425",1,24,42,2,-1
"1426",1,18,54,2,-1
"1427",1,3,90,4,-1
"1428",2,11,98,4,-1
"1429",1,30,110,4,-1
"1430",2,9,48,2,-1
"1431",2,20,127,5,-1
"1432",2,5,38,2,-1
"1433",2,2,67,3,-1
"1434",1,2,94,4,-1
"1435",1,12,112,4,-1
"1436",2,16,99,4,-1
"1437",1,7,23,1,-1
"1438",2,28,75,3,-1
"1439",2,29,150,6,-1
"1440",2,7,101,4,-1
"1441",1,13,79,3,-1
"1442",2,9,113,4,-1
"1443",2,19,63,3,-1
"1444",1,5,42,2,-1
"1445",1,3,11,1,-1
"1446",1,19,119,4,-1
"1447",2,14,46,2,-1
"1448",1,27,49,2,-1
"1449",2,11,40,2,-1
"1450",1,24,117,4,-1
"1451",1,3,147,5,-1
"1452",1,1,23,1,-1
"1453",1,26,137,5,-1
"1454",1,25,71,3,-1
"1455",1,19,88,3,-1
"1456",1,15,97,4,-1
"1457",1,29,61,3,-1
"1458",2,25,4,1,-1
"1459",2,14,118,4,-1
"1460",1,5,148,5,-1
"1461",1,19,35,2,-1
"1462",1,8,141,5,-1
"1463",2,23,91,4,-1
"1464",1,17,56,2,-1
"1465",1,5,57,2,-1
"1466",1,13,125,5,-1
"1467",2,12,10,1,-1
"1468",1,4,38,2,-1
"1469",1,30,148,5,-1
"1470",1,11,48,2,-1
"1471",2,22,36,2,-1
"1472",2,11,25,1,-1
"1473",1,23,65,3,-1
"1474",2,6,116,4,-1
"1475",2,18,94,4,-1
"1476",2,24,29,1,-1
"1477",1,11,78,3,-1
"1478",1,18,96,4,-1
"1479",2,13,82,3,-1
"1480",2,11,107,4,-1
"1481",2,18,141,5,-1
"1482",2,9,142,5,-1
"1483",1,24,44,2,-1
"1484",2,22,121,5,-1
"1485",2,10,148,5,-1
"1486",2,23,96,4,-1
"1487",1,5,69,3,-1
"1488",2,26,48,2,-1
"1489",2,6,37,2,-1
"1490",1,30,75,3,-1
"1491",2,17,67,3,-1
"1492",2,14,134,5,-1
"1493",2,23,84,3,-1
"1494",1,2,27,1,-1
"1495",1,9,123,5,-1
"1496",2,20,23,1,-1
"1497",1,26,50,2,-1
"1498",2,15,106,4,-1
"1499",2,16,123,5,-1
"1500",2,26,148,5,-1
"1501",2,22,45,2,-1
"1502",1,4,43,2,-1
"1503",2,16,76,3,-1
"1504",1,22,53,2,-1
"1505",1,27,85,3,-1
"1506",2,15,124,5,-1
"1507",2,7,79,3,-1
"1508",2,19,31,2,-1
"1509",2,5,85,3,-1
"1510",2,1,93,4,-1
"1511",2,21,20,1,-1
"1512",1,11,68,3,-1
"1513",2,1,5,1,-1
"1514",1,5,66,3,-1
"1515",1,21,20,1,-1
"1516",1,10,73,3,-1
"1517",1,28,7,1,-1
"1518",1,30,22,1,-1
"1519",2,29,122,5,-1
"1520",1,6,20,1,-1
"1521",2,29,21,1,-1
"1522",1,16,139,5,-1
"1523",2,4,12,1,-1
"1524",1,25,14,1,-1
"1525",1,28,114,4,-1
"1526",1,30,33,2,-1
"1527",1,14,83,3,-1
"1528",1,2,23,1,-1
"1529",1,20,90,4,-1
"1530",2,2,54,2,-1
"1531",2,20,125,5,-1
"1532",2,13,123,5,-1
"1533",2,25,69,3,-1
"1534",1,3,16,1,-1
"1535",1,9,51,2,-1
"1536",1,15,69,3,-1
"1537",1,10,19,1,-1
"1538",1,4,139,5,-1
"1539",2,6,40,2,-1
"1540",1,18,72,3,-1
"1541",2,30,15,1,-1
"1542",1,27,57,2,-1
"1543",1,22,10,1,-1
"1544",2,19,146,5,-1
"1545",1,19,91,4,-1
"1546",1,9,42,2,-1
"1547",1,13,123,5,-1
"1548",2,23,28,1,-1
"1549",2,7,117,4,-1
"1550",2,4,111,4,-1
"1551",2,20,8,1,-1
"1552",2,25,113,4,-1
"1553",1,3,55,2,-1
"1554",2,22,71,3,-1
"1555",1,22,86,3,-1
"1556",1,8,85,3,-1
"1557",1,11,149,5,-1
"1558",2,27,79,3,-1
"1559",2,22,114,4,-1
"1560",1,28,9,1,-1
"1561",1,22,105,4,-1
"1562",2,12,35,2,-1
"1563",1,11,5,1,-1
"1564",2,26,47,2,-1
"1565",1,3,92,4,-1
"1566",2,25,77,3,-1
"1567",2,13,68,3,-1
"1568",1,13,15,1,-1
"1569",2,12,82,3,-1
"1570",1,26,120,5,-1
"1571",2,20,105,4,-1
"1572",1,1,25,1,-1
"1573",1,26,116,4,-1
"1574",1,26,118,4,-1
"1575",1,15,5,1,-1
"1576",2,22,67,3,-1
"1577",1,3,117,4,-1
"1578",2,12,116,4,-1
"1579",1,14,81,3,-1
"1580",2,13,49,2,-1
"1581",2,24,19,1,-1
"1582",2,7,100,4,-1
"1583",1,1,101,4,-1
"1584",2,2,99,4,-1
"1585",1,13,10,1,-1
"1586",2,24,146,5,-1
"1587",1,26,129,5,-1
"1588",2,2,13,1,-1
"1589",1,27,33,2,-1
"1590",1,24,57,2,-1
"1591",1,28,4,1,-1
"1592",2,30,8,1,-1
"1593",1,1,118,4,-1
"1594",2,2,80,3,-1
"1595",2,24,83,3,-1
"1596",2,19,51,2,-1
"1597",2,24,42,2,-1
"1598",2,13,56,2,-1
"1599",1,1,126,5,-1
"1600",1,22,74,3,-1
"1601",2,21,113,4,-1
"1602",1,9,114,4,-1
"1603",2,10,36,2,-1
"1604",2,8,128,5,-1
"1605",2,1,51,2,-1
"1606",1,6,7,1,-1
"1607",1,23,42,2,-1
"1608",2,4,124,5,-1
"1609",2,6,97,4,-1
"1610",1,23,20,1,-1
"1611",1,8,23,1,-1
"1612",2,3,147,5,-1
"1613",1,16,129,5,-1
"1614",1,6,51,2,-1
"1615",2,14,85,3,-1
"1616",1,7,97,4,-1
"1617",1,13,119,4,-1
"1618",1,9,99,4,-1
"1619",1,5,88,3,-1
"1620",2,15,44,2,-1
"1621",1,27,54,2,-1
"1622",1,10,70,3,-1
"1623",2,7,150,6,-1
"1624",1,25,137,5,-1
"1625",1,5,53,2,-1
"1626",1,12,50,2,-1
"1627",1,29,24,1,-1
"1628",2,25,139,5,-1
"1629",2,19,55,2,-1
"1630",1,4,26,1,-1
"1631",2,3,148,5,-1
"1632",1,26,72,3,-1
"1633",2,29,121,5,-1
"1634",2,1,116,4,-1
"1635",2,4,30,2,-1
"1636",1,16,70,3,-1
"1637",2,4,23,1,-1
"1638",2,12,8,1,-1
"1639",2,19,6,1,-1
"1640",1,10,82,3,-1
"1641",2,24,140,5,-1
"1642",2,15,31,2,-1
"1643",2,21,83,3,-1
"1644",1,14,146,5,-1
"1645",1,8,64,3,-1
"1646",1,27,135,5,-1
"1647",1,20,28,1,-1
"1648",1,19,73,3,-1
"1649",1,15,46,2,-1
"1650",2,3,140,5,-1
"1651",1,15,128,5,-1
"1652",1,6,3,1,-1
"1653",1,3,56,2,-1
"1654",1,25,42,2,-1
"1655",2,12,122,5,-1
"1656",2,8,119,4,-1
"1657",2,24,6,1,-1
"1658",1,15,63,3,-1
"1659",1,28,45,2,-1
"1660",2,6,129,5,-1
"1661",2,7,132,5,-1
"1662",2,27,7,1,-1
"1663",1,22,39,2,-1
"1664",2,8,44,2,-1
"1665",2,13,67,3,-1
"1666",2,22,129,5,-1
"1667",2,8,118,4,-1
"1668",2,4,110,4,-1
"1669",2,6,110,4,-1
"1670",1,11,129,5,-1
"1671",2,15,27,1,-1
"1672",1,12,107,4,-1
"1673",1,1,133,5,-1
"1674",2,22,12,1,-1
"1675",2,30,17,1,-1
"1676",2,25,45,2,-1
"1677",1,2,43,2,-1
"1678",1,24,15,1,-1
"1679",1,17,90,4,-1
"1680",2,11,130,5,-1
"1681",1,16,131,5,-1
"1682",1,14,65,3,-1
"1683",2,20,9,1,-1
"1684",1,17,9,1,-1
"1685",1,22,123,5,-1
"1686",2,9,60,3,-1
"1687",1,4,61,3,-1
"1688",1,13,72,3,-1
"1689",2,20,50,2,-1
"1690",2,21,72,3,-1
"1691",1,17,50,2,-1
"1692",1,12,28,1,-1
"1693",2,13,145,5,-1
"1694",1,9,119,4,-1
"1695",2,5,122,5,-1
"1696",2,9,100,4,-1
"1697",1,12,81,3,-1
"1698",2,21,3,1,-1
"1699",2,21,73,3,-1
"1700",2,24,10,1,-1
"1701",2,4,31,2,-1
"1702",1,12,116,4,-1
"1703",2,9,49,2,-1
"1704",2,26,67,3,-1
"1705",1,4,46,2,-1
"1706",2,9,65,3,-1
"1707",2,9,47,2,-1
"1708",2,5,109,4,-1
"1709",2,2,95,4,-1
"1710",2,6,130,5,-1
"1711",2,16,33,2,-1
"1712",2,30,71,3,-1
"1713",1,2,63,3,-1
"1714",2,14,36,2,-1
"1715",2,10,123,5,-1
"1716",2,14,110,4,-1
"1717",2,24,51,2,-1
"1718",1,20,15,1,-1
"1719",2,29,80,3,-1
"1720",1,3,112,4,-1
"1721",2,11,32,2,-1
"1722",2,1,48,2,-1
"1723",2,21,37,2,-1
"1724",2,23,27,1,-1
"1725",2,13,101,4,-1
"1726",2,10,57,2,-1
"1727",1,5,95,4,-1
"1728",1,18,25,1,-1
"1729",2,11,35,2,-1
"1730",2,19,21,1,-1
"1731",1,24,52,2,-1
"1732",1,2,81,3,-1
"1733",1,7,85,3,-1
"1734",1,20,89,3,-1
"1735",2,8,136,5,-1
"1736",1,1,66,3,-1
"1737",1,3,36,2,-1
"1738",2,11,103,4,-1
"1739",1,15,73,3,-1
"1740",1,24,60,3,-1
"1741",1,28,28,1,-1
"1742",1,4,77,3,-1
"1743",2,23,149,5,-1
"1744",2,1,60,3,-1
"1745",1,9,13,1,-1
"1746",1,2,66,3,-1
"1747",1,7,121,5,-1
"1748",1,4,96,4,-1
"1749",2,18,142,5,-1
"1750",2,5,35,2,-1
"1751",1,12,30,2,-1
"1752",1,29,94,4,-1
"1753",1,2,78,3,-1
"1754",2,22,109,4,-1
"1755",1,18,11,1,-1
"1756",1,3,126,5,-1
"1757",2,13,41,2,-1
"1758",1,28,29,1,-1
"1759",2,9,107,4,-1
"1760",2,16,2,1,-1
"1761",2,1,35,2,-1
"1762",2,22,70,3,-1
"1763",1,11,142,5,-1
"1764",2,18,138,5,-1
"1765",1,11,18,1,-1
"1766",1,4,136,5,-1
"1767",2,27,123,5,-1
"1768",1,12,79,3,-1
"1769",1,16,109,4,-1
"1770",1,5,131,5,-1
"1771",2,9,115,4,-1
"1772",1,6,8,1,-1
"1773",2,14,84,3,-1
"1774",1,13,69,3,-1
"1775",1,4,31,2,-1
"1776",1,2,49,2,-1
"1777",1,27,141,5,-1
"1778",1,5,58,2,-1
"1779",2,17,30,2,-1
"1780",1,2,147,5,-1
"1781",1,20,140,5,-1
"1782",1,11,43,2,-1
"1783",1,17,10,1,-1
"1784",1,15,43,2,-1
"1785",2,1,44,2,-1
"1786",1,24,118,4,-1
"1787",1,22,150,6,-1
"1788",2,28,126,5,-1
"1789",2,9,61,3,-1
"1790",1,11,47,2,-1
"1791",1,13,109,4,-1
"1792",1,8,62,3,-1
"1793",1,28,96,4,-1
"1794",1,1,14,1,-1
"1795",1,11,90,4,-1
"1796",1,19,112,4,-1
"1797",1,10,49,2,-1
"1798",2,17,149,5,-1
"1799",1,7,38,2,-1
"1800",2,12,28,1,-1
"1801",2,23,65,3,-1
"1802",1,29,40,2,-1
"1803",2,24,84,3,-1
"1804",1,14,86,3,-1
"1805",1,11,106,4,-1
"1806",1,9,6,1,-1
"1807",2,26,44,2,-1
"1808",2,16,81,3,-1
"1809",2,6,90,4,-1
"1810",1,24,139,5,-1
"1811",1,18,49,2,-1
"1812",2,14,91,4,-1
"1813",2,8,27,1,-1
"1814",2,16,7,1,-1
"1815",2,26,96,4,-1
"1816",1,1,76,3,-1
"1817",1,1,4,1,-1
"1818",2,4,20,1,-1
"1819",1,27,3,1,-1
"1820",2,7,139,5,-1
"1821",2,17,96,4,-1
"1822",1,2,20,1,-1
"1823",1,16,42,2,-1
"1824",2,27,142,5,-1
"1825",1,25,82,3,-1
